,event_id,name,type,location,start_time,end_time,date,start_datetime,end_datetime
717,718,Yoga Class,Screening,Miami,18:45:00,21:45:00,2024-10-21,2024-10-21 18:45:00,2024-10-21 21:45:00
719,720,Art Exhibition,Conference,Los Angeles,08:30:00,13:30:00,2023-06-08,2023-06-08 08:30:00,2023-06-08 13:30:00
721,722,Music Concert,Workshop,San Francisco,08:30:00,10:30:00,2023-12-14,2023-12-14 08:30:00,2023-12-14 10:30:00
723,724,Film Screening,Concert,Houston,18:30:00,20:30:00,2023-01-22,2023-01-22 18:30:00,2023-01-22 20:30:00
726,727,Science Fair,Conference,Boston,17:30:00,22:30:00,2023-02-08,2023-02-08 17:30:00,2023-02-08 22:30:00
727,728,Food Festival,Show,Denver,16:00:00,18:00:00,2023-01-14,2023-01-14 16:00:00,2023-01-14 18:00:00
728,729,Yoga Class,Conference,Denver,10:00:00,15:00:00,2023-03-02,2023-03-02 10:00:00,2023-03-02 15:00:00
729,730,Comedy Night,Festival,Los Angeles,09:30:00,10:30:00,2023-09-25,2023-09-25 09:30:00,2023-09-25 10:30:00
731,732,Art Exhibition,Class,Los Angeles,13:00:00,15:00:00,2024-09-03,2024-09-03 13:00:00,2024-09-03 15:00:00
732,733,Food Festival,Workshop,Miami,12:45:00,13:45:00,2023-07-02,2023-07-02 12:45:00,2023-07-02 13:45:00
733,734,Music Concert,Concert,Houston,08:00:00,12:00:00,2023-08-16,2023-08-16 08:00:00,2023-08-16 12:00:00
734,735,Food Festival,Show,Chicago,09:45:00,13:45:00,2024-02-23,2024-02-23 09:45:00,2024-02-23 13:45:00
736,737,Science Fair,Workshop,Los Angeles,09:15:00,12:15:00,2023-12-04,2023-12-04 09:15:00,2023-12-04 12:15:00
737,738,Book Launch,Exhibition,San Francisco,18:15:00,22:15:00,2023-07-10,2023-07-10 18:15:00,2023-07-10 22:15:00
742,743,Coding Workshop,Class,Chicago,18:15:00,20:15:00,2023-12-16,2023-12-16 18:15:00,2023-12-16 20:15:00
747,748,Science Fair,Conference,Seattle,10:15:00,13:15:00,2023-08-21,2023-08-21 10:15:00,2023-08-21 13:15:00
751,752,Coding Workshop,Class,Denver,18:30:00,23:30:00,2024-01-20,2024-01-20 18:30:00,2024-01-20 23:30:00
752,753,Tech Talk,Screening,Seattle,09:30:00,11:30:00,2023-11-21,2023-11-21 09:30:00,2023-11-21 11:30:00
753,754,Book Launch,Screening,Austin,08:45:00,10:45:00,2023-06-29,2023-06-29 08:45:00,2023-06-29 10:45:00
756,757,Coding Workshop,Conference,Houston,18:45:00,22:45:00,2023-11-05,2023-11-05 18:45:00,2023-11-05 22:45:00
757,758,Comedy Night,Workshop,Chicago,15:00:00,20:00:00,2024-05-31,2024-05-31 15:00:00,2024-05-31 20:00:00
761,762,Book Launch,Concert,New York,14:45:00,17:45:00,2023-06-09,2023-06-09 14:45:00,2023-06-09 17:45:00
762,763,Book Launch,Conference,New York,11:00:00,14:00:00,2023-11-17,2023-11-17 11:00:00,2023-11-17 14:00:00
763,764,Art Exhibition,Workshop,Boston,18:30:00,20:30:00,2024-02-13,2024-02-13 18:30:00,2024-02-13 20:30:00
765,766,Music Concert,Screening,Boston,17:15:00,19:15:00,2024-10-19,2024-10-19 17:15:00,2024-10-19 19:15:00
766,767,Comedy Night,Screening,Boston,10:30:00,14:30:00,2024-01-01,2024-01-01 10:30:00,2024-01-01 14:30:00
767,768,Yoga Class,Festival,Miami,13:45:00,18:45:00,2023-07-01,2023-07-01 13:45:00,2023-07-01 18:45:00
769,770,Tech Talk,Concert,Miami,08:00:00,10:00:00,2023-02-04,2023-02-04 08:00:00,2023-02-04 10:00:00
772,773,Tech Talk,Conference,Los Angeles,10:15:00,14:15:00,2023-10-30,2023-10-30 10:15:00,2023-10-30 14:15:00
773,774,Art Exhibition,Concert,Denver,10:30:00,14:30:00,2023-02-06,2023-02-06 10:30:00,2023-02-06 14:30:00
774,775,Book Launch,Class,New York,15:00:00,18:00:00,2023-02-21,2023-02-21 15:00:00,2023-02-21 18:00:00
776,777,Coding Workshop,Class,Boston,12:30:00,14:30:00,2023-10-16,2023-10-16 12:30:00,2023-10-16 14:30:00
777,778,Book Launch,Show,San Francisco,13:15:00,18:15:00,2024-03-18,2024-03-18 13:15:00,2024-03-18 18:15:00
779,780,Comedy Night,Show,San Francisco,17:15:00,22:15:00,2023-12-14,2023-12-14 17:15:00,2023-12-14 22:15:00
780,781,Art Exhibition,Festival,Austin,13:15:00,16:15:00,2024-10-28,2024-10-28 13:15:00,2024-10-28 16:15:00
781,782,Tech Talk,Festival,Los Angeles,10:45:00,12:45:00,2023-10-27,2023-10-27 10:45:00,2023-10-27 12:45:00
783,784,Music Concert,Exhibition,Denver,18:15:00,19:15:00,2024-04-17,2024-04-17 18:15:00,2024-04-17 19:15:00
784,785,Music Concert,Exhibition,Boston,16:45:00,20:45:00,2024-07-24,2024-07-24 16:45:00,2024-07-24 20:45:00
785,786,Yoga Class,Class,Chicago,12:00:00,13:00:00,2024-08-24,2024-08-24 12:00:00,2024-08-24 13:00:00
786,787,Science Fair,Launch,New York,10:30:00,14:30:00,2024-07-29,2024-07-29 10:30:00,2024-07-29 14:30:00
787,788,Film Screening,Class,New York,14:30:00,18:30:00,2023-03-21,2023-03-21 14:30:00,2023-03-21 18:30:00
791,792,Film Screening,Exhibition,San Francisco,14:30:00,18:30:00,2023-05-30,2023-05-30 14:30:00,2023-05-30 18:30:00
792,793,Tech Talk,Concert,Miami,18:15:00,21:15:00,2023-05-01,2023-05-01 18:15:00,2023-05-01 21:15:00
795,796,Comedy Night,Workshop,San Francisco,13:00:00,16:00:00,2024-04-18,2024-04-18 13:00:00,2024-04-18 16:00:00
796,797,Art Exhibition,Workshop,Denver,16:45:00,17:45:00,2024-01-21,2024-01-21 16:45:00,2024-01-21 17:45:00
798,799,Film Screening,Launch,Miami,17:15:00,18:15:00,2024-07-03,2024-07-03 17:15:00,2024-07-03 18:15:00
801,802,Tech Talk,Launch,Miami,11:45:00,14:45:00,2024-10-26,2024-10-26 11:45:00,2024-10-26 14:45:00
803,804,Coding Workshop,Festival,New York,18:15:00,19:15:00,2023-08-31,2023-08-31 18:15:00,2023-08-31 19:15:00
804,805,Art Exhibition,Workshop,Austin,17:30:00,22:30:00,2023-12-28,2023-12-28 17:30:00,2023-12-28 22:30:00
806,807,Film Screening,Screening,Boston,10:45:00,14:45:00,2023-10-25,2023-10-25 10:45:00,2023-10-25 14:45:00
807,808,Yoga Class,Exhibition,Los Angeles,16:00:00,17:00:00,2023-03-16,2023-03-16 16:00:00,2023-03-16 17:00:00
811,812,Music Concert,Class,New York,14:45:00,18:45:00,2023-10-20,2023-10-20 14:45:00,2023-10-20 18:45:00
815,816,Food Festival,Screening,San Francisco,15:30:00,18:30:00,2023-07-17,2023-07-17 15:30:00,2023-07-17 18:30:00
817,818,Comedy Night,Fair,Denver,15:45:00,16:45:00,2024-06-08,2024-06-08 15:45:00,2024-06-08 16:45:00
818,819,Yoga Class,Concert,Austin,08:30:00,11:30:00,2023-09-07,2023-09-07 08:30:00,2023-09-07 11:30:00
819,820,Yoga Class,Conference,Los Angeles,15:00:00,16:00:00,2024-09-29,2024-09-29 15:00:00,2024-09-29 16:00:00
821,822,Art Exhibition,Conference,Houston,15:30:00,20:30:00,2024-04-22,2024-04-22 15:30:00,2024-04-22 20:30:00
823,824,Comedy Night,Exhibition,Seattle,15:15:00,18:15:00,2023-02-25,2023-02-25 15:15:00,2023-02-25 18:15:00
826,827,Coding Workshop,Fair,Denver,11:45:00,12:45:00,2024-03-08,2024-03-08 11:45:00,2024-03-08 12:45:00
827,828,Food Festival,Festival,New York,14:15:00,15:15:00,2023-04-24,2023-04-24 14:15:00,2023-04-24 15:15:00
831,832,Science Fair,Workshop,Denver,11:30:00,16:30:00,2023-10-05,2023-10-05 11:30:00,2023-10-05 16:30:00
833,834,Yoga Class,Class,New York,11:30:00,12:30:00,2023-12-24,2023-12-24 11:30:00,2023-12-24 12:30:00
835,836,Science Fair,Exhibition,Los Angeles,18:00:00,23:00:00,2024-04-08,2024-04-08 18:00:00,2024-04-08 23:00:00
837,838,Music Concert,Conference,Chicago,11:00:00,14:00:00,2024-07-11,2024-07-11 11:00:00,2024-07-11 14:00:00
838,839,Music Concert,Fair,Boston,14:30:00,17:30:00,2023-10-27,2023-10-27 14:30:00,2023-10-27 17:30:00
839,840,Book Launch,Fair,Los Angeles,16:00:00,18:00:00,2023-07-26,2023-07-26 16:00:00,2023-07-26 18:00:00
840,841,Coding Workshop,Launch,San Francisco,13:30:00,15:30:00,2023-10-20,2023-10-20 13:30:00,2023-10-20 15:30:00
841,842,Science Fair,Conference,San Francisco,14:45:00,19:45:00,2023-05-11,2023-05-11 14:45:00,2023-05-11 19:45:00
843,844,Art Exhibition,Class,Los Angeles,12:00:00,13:00:00,2024-02-14,2024-02-14 12:00:00,2024-02-14 13:00:00
845,846,Book Launch,Show,Miami,14:15:00,18:15:00,2024-03-29,2024-03-29 14:15:00,2024-03-29 18:15:00
846,847,Science Fair,Fair,Seattle,08:00:00,13:00:00,2024-08-10,2024-08-10 08:00:00,2024-08-10 13:00:00
848,849,Music Concert,Festival,Miami,09:45:00,13:45:00,2023-05-05,2023-05-05 09:45:00,2023-05-05 13:45:00
852,853,Tech Talk,Screening,San Francisco,10:00:00,11:00:00,2024-03-16,2024-03-16 10:00:00,2024-03-16 11:00:00
855,856,Book Launch,Screening,Los Angeles,18:00:00,20:00:00,2023-09-22,2023-09-22 18:00:00,2023-09-22 20:00:00
858,859,Comedy Night,Festival,New York,12:45:00,13:45:00,2024-07-27,2024-07-27 12:45:00,2024-07-27 13:45:00
859,860,Art Exhibition,Conference,San Francisco,10:30:00,15:30:00,2024-02-25,2024-02-25 10:30:00,2024-02-25 15:30:00
860,861,Film Screening,Festival,New York,08:30:00,09:30:00,2024-08-05,2024-08-05 08:30:00,2024-08-05 09:30:00
861,862,Music Concert,Show,San Francisco,09:00:00,14:00:00,2023-09-13,2023-09-13 09:00:00,2023-09-13 14:00:00
863,864,Music Concert,Show,Miami,12:15:00,16:15:00,2023-06-22,2023-06-22 12:15:00,2023-06-22 16:15:00
864,865,Coding Workshop,Festival,New York,14:45:00,15:45:00,2023-01-06,2023-01-06 14:45:00,2023-01-06 15:45:00
866,867,Yoga Class,Workshop,Chicago,16:15:00,18:15:00,2024-04-11,2024-04-11 16:15:00,2024-04-11 18:15:00
867,868,Film Screening,Screening,Houston,14:45:00,15:45:00,2023-02-25,2023-02-25 14:45:00,2023-02-25 15:45:00
869,870,Yoga Class,Workshop,Chicago,13:15:00,18:15:00,2024-02-29,2024-02-29 13:15:00,2024-02-29 18:15:00
870,871,Music Concert,Fair,Houston,10:00:00,15:00:00,2023-11-18,2023-11-18 10:00:00,2023-11-18 15:00:00
871,872,Film Screening,Class,Los Angeles,17:00:00,18:00:00,2024-03-16,2024-03-16 17:00:00,2024-03-16 18:00:00
873,874,Comedy Night,Screening,Houston,18:30:00,22:30:00,2023-04-29,2023-04-29 18:30:00,2023-04-29 22:30:00
875,876,Art Exhibition,Festival,Houston,12:00:00,13:00:00,2023-11-07,2023-11-07 12:00:00,2023-11-07 13:00:00
876,877,Art Exhibition,Concert,Austin,15:45:00,17:45:00,2023-11-05,2023-11-05 15:45:00,2023-11-05 17:45:00
877,878,Food Festival,Concert,Los Angeles,16:45:00,21:45:00,2023-10-28,2023-10-28 16:45:00,2023-10-28 21:45:00
878,879,Comedy Night,Screening,Denver,16:00:00,20:00:00,2023-11-03,2023-11-03 16:00:00,2023-11-03 20:00:00
881,882,Film Screening,Fair,New York,16:45:00,17:45:00,2023-02-17,2023-02-17 16:45:00,2023-02-17 17:45:00
882,883,Yoga Class,Class,San Francisco,17:30:00,18:30:00,2024-03-21,2024-03-21 17:30:00,2024-03-21 18:30:00
883,884,Food Festival,Class,Miami,11:15:00,13:15:00,2023-09-03,2023-09-03 11:15:00,2023-09-03 13:15:00
885,886,Film Screening,Show,San Francisco,17:15:00,18:15:00,2023-08-13,2023-08-13 17:15:00,2023-08-13 18:15:00
886,887,Music Concert,Festival,Austin,17:15:00,22:15:00,2024-03-16,2024-03-16 17:15:00,2024-03-16 22:15:00
891,892,Science Fair,Festival,Chicago,17:30:00,18:30:00,2024-09-29,2024-09-29 17:30:00,2024-09-29 18:30:00
892,893,Film Screening,Screening,Boston,17:30:00,22:30:00,2024-09-10,2024-09-10 17:30:00,2024-09-10 22:30:00
894,895,Food Festival,Exhibition,Seattle,18:45:00,19:45:00,2024-01-22,2024-01-22 18:45:00,2024-01-22 19:45:00
895,896,Science Fair,Show,Los Angeles,12:15:00,17:15:00,2023-09-21,2023-09-21 12:15:00,2023-09-21 17:15:00
898,899,Comedy Night,Conference,Seattle,08:30:00,12:30:00,2024-04-30,2024-04-30 08:30:00,2024-04-30 12:30:00
899,900,Food Festival,Class,Chicago,08:45:00,13:45:00,2023-06-18,2023-06-18 08:45:00,2023-06-18 13:45:00
900,901,Music Concert,Workshop,Boston,18:45:00,21:45:00,2023-04-28,2023-04-28 18:45:00,2023-04-28 21:45:00
901,902,Food Festival,Festival,Seattle,18:15:00,19:15:00,2024-08-11,2024-08-11 18:15:00,2024-08-11 19:15:00
904,905,Yoga Class,Festival,Chicago,11:15:00,15:15:00,2023-06-11,2023-06-11 11:15:00,2023-06-11 15:15:00
906,907,Music Concert,Concert,Los Angeles,15:15:00,17:15:00,2023-09-19,2023-09-19 15:15:00,2023-09-19 17:15:00
907,908,Music Concert,Exhibition,Seattle,14:15:00,18:15:00,2023-05-11,2023-05-11 14:15:00,2023-05-11 18:15:00
908,909,Coding Workshop,Show,Los Angeles,17:00:00,20:00:00,2023-04-06,2023-04-06 17:00:00,2023-04-06 20:00:00
909,910,Film Screening,Class,Miami,08:30:00,13:30:00,2023-06-12,2023-06-12 08:30:00,2023-06-12 13:30:00
913,914,Comedy Night,Class,Denver,09:00:00,12:00:00,2024-05-20,2024-05-20 09:00:00,2024-05-20 12:00:00
914,915,Science Fair,Screening,New York,12:30:00,16:30:00,2023-11-11,2023-11-11 12:30:00,2023-11-11 16:30:00
915,916,Yoga Class,Fair,Seattle,14:30:00,17:30:00,2023-04-02,2023-04-02 14:30:00,2023-04-02 17:30:00
916,917,Book Launch,Conference,Boston,13:45:00,15:45:00,2023-08-01,2023-08-01 13:45:00,2023-08-01 15:45:00
918,919,Book Launch,Show,New York,10:30:00,14:30:00,2023-07-18,2023-07-18 10:30:00,2023-07-18 14:30:00
920,921,Art Exhibition,Launch,Austin,11:45:00,16:45:00,2024-08-31,2024-08-31 11:45:00,2024-08-31 16:45:00
922,923,Food Festival,Exhibition,Austin,09:30:00,14:30:00,2024-02-15,2024-02-15 09:30:00,2024-02-15 14:30:00
923,924,Music Concert,Class,Boston,12:45:00,14:45:00,2024-04-06,2024-04-06 12:45:00,2024-04-06 14:45:00
924,925,Film Screening,Fair,Denver,10:00:00,15:00:00,2023-06-24,2023-06-24 10:00:00,2023-06-24 15:00:00
925,926,Food Festival,Class,Chicago,12:15:00,13:15:00,2024-03-25,2024-03-25 12:15:00,2024-03-25 13:15:00
926,927,Food Festival,Festival,Boston,15:30:00,19:30:00,2023-09-14,2023-09-14 15:30:00,2023-09-14 19:30:00
927,928,Music Concert,Exhibition,New York,12:30:00,14:30:00,2024-02-21,2024-02-21 12:30:00,2024-02-21 14:30:00
928,929,Tech Talk,Workshop,New York,15:30:00,20:30:00,2023-02-10,2023-02-10 15:30:00,2023-02-10 20:30:00
930,931,Book Launch,Conference,New York,18:45:00,22:45:00,2023-05-06,2023-05-06 18:45:00,2023-05-06 22:45:00
931,932,Book Launch,Workshop,Denver,09:15:00,14:15:00,2024-10-30,2024-10-30 09:15:00,2024-10-30 14:15:00
933,934,Yoga Class,Workshop,Austin,13:30:00,14:30:00,2023-09-11,2023-09-11 13:30:00,2023-09-11 14:30:00
934,935,Comedy Night,Concert,Austin,18:15:00,23:15:00,2023-08-28,2023-08-28 18:15:00,2023-08-28 23:15:00
935,936,Music Concert,Conference,New York,14:15:00,17:15:00,2023-10-05,2023-10-05 14:15:00,2023-10-05 17:15:00
936,937,Yoga Class,Festival,Denver,18:30:00,22:30:00,2023-05-21,2023-05-21 18:30:00,2023-05-21 22:30:00
938,939,Film Screening,Fair,San Francisco,16:45:00,18:45:00,2023-11-27,2023-11-27 16:45:00,2023-11-27 18:45:00
939,940,Tech Talk,Launch,Boston,13:30:00,18:30:00,2024-04-10,2024-04-10 13:30:00,2024-04-10 18:30:00
940,941,Coding Workshop,Show,Houston,13:00:00,15:00:00,2023-04-21,2023-04-21 13:00:00,2023-04-21 15:00:00
945,946,Music Concert,Workshop,Denver,18:30:00,21:30:00,2023-12-28,2023-12-28 18:30:00,2023-12-28 21:30:00
946,947,Coding Workshop,Exhibition,Seattle,14:45:00,17:45:00,2024-05-30,2024-05-30 14:45:00,2024-05-30 17:45:00
947,948,Coding Workshop,Festival,Houston,09:30:00,13:30:00,2024-02-26,2024-02-26 09:30:00,2024-02-26 13:30:00
948,949,Tech Talk,Class,Denver,18:15:00,23:15:00,2024-08-20,2024-08-20 18:15:00,2024-08-20 23:15:00
955,956,Book Launch,Concert,Boston,11:15:00,15:15:00,2023-07-05,2023-07-05 11:15:00,2023-07-05 15:15:00
957,958,Tech Talk,Festival,Miami,10:30:00,12:30:00,2023-01-08,2023-01-08 10:30:00,2023-01-08 12:30:00
958,959,Tech Talk,Workshop,Denver,13:45:00,15:45:00,2024-01-05,2024-01-05 13:45:00,2024-01-05 15:45:00
960,961,Book Launch,Workshop,Houston,08:15:00,13:15:00,2023-06-04,2023-06-04 08:15:00,2023-06-04 13:15:00
962,963,Tech Talk,Festival,Boston,15:30:00,18:30:00,2024-09-01,2024-09-01 15:30:00,2024-09-01 18:30:00
964,965,Film Screening,Exhibition,Los Angeles,16:15:00,17:15:00,2023-03-16,2023-03-16 16:15:00,2023-03-16 17:15:00
966,967,Art Exhibition,Conference,Los Angeles,10:00:00,14:00:00,2024-01-25,2024-01-25 10:00:00,2024-01-25 14:00:00
968,969,Food Festival,Concert,Boston,17:00:00,21:00:00,2024-03-08,2024-03-08 17:00:00,2024-03-08 21:00:00
969,970,Music Concert,Workshop,Los Angeles,09:15:00,12:15:00,2024-06-07,2024-06-07 09:15:00,2024-06-07 12:15:00
971,972,Coding Workshop,Conference,Austin,18:30:00,21:30:00,2024-03-06,2024-03-06 18:30:00,2024-03-06 21:30:00
973,974,Book Launch,Conference,San Francisco,11:30:00,14:30:00,2024-02-14,2024-02-14 11:30:00,2024-02-14 14:30:00
974,975,Food Festival,Fair,Denver,17:30:00,19:30:00,2023-07-15,2023-07-15 17:30:00,2023-07-15 19:30:00
976,977,Book Launch,Class,Los Angeles,17:30:00,20:30:00,2023-09-02,2023-09-02 17:30:00,2023-09-02 20:30:00
979,980,Book Launch,Fair,San Francisco,17:30:00,21:30:00,2023-09-23,2023-09-23 17:30:00,2023-09-23 21:30:00
984,985,Food Festival,Launch,Seattle,13:30:00,16:30:00,2023-10-18,2023-10-18 13:30:00,2023-10-18 16:30:00
986,987,Art Exhibition,Festival,Chicago,16:00:00,20:00:00,2023-09-18,2023-09-18 16:00:00,2023-09-18 20:00:00
988,989,Film Screening,Screening,Denver,13:15:00,16:15:00,2024-08-20,2024-08-20 13:15:00,2024-08-20 16:15:00
989,990,Book Launch,Class,San Francisco,09:00:00,10:00:00,2023-02-03,2023-02-03 09:00:00,2023-02-03 10:00:00
990,991,Food Festival,Show,Los Angeles,11:15:00,16:15:00,2023-03-18,2023-03-18 11:15:00,2023-03-18 16:15:00
992,993,Book Launch,Show,Seattle,12:30:00,16:30:00,2023-05-28,2023-05-28 12:30:00,2023-05-28 16:30:00
994,995,Coding Workshop,Class,San Francisco,17:15:00,20:15:00,2024-09-03,2024-09-03 17:15:00,2024-09-03 20:15:00
995,996,Coding Workshop,Festival,Chicago,14:00:00,15:00:00,2024-05-18,2024-05-18 14:00:00,2024-05-18 15:00:00
996,997,Science Fair,Show,Chicago,17:45:00,20:45:00,2023-11-09,2023-11-09 17:45:00,2023-11-09 20:45:00
997,998,Comedy Night,Concert,San Francisco,16:30:00,17:30:00,2023-08-13,2023-08-13 16:30:00,2023-08-13 17:30:00
998,999,Book Launch,Fair,Austin,14:15:00,17:15:00,2023-06-02,2023-06-02 14:15:00,2023-06-02 17:15:00
